Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_FAT,GO:0031975~envelope,151,14.64597478,2.55E-25,"SLC27A1, NDUFA13, NDUFA11, NDUFA10, CISD1, CPOX, ATP5C1, CISD2, GHITM, COX6A2, CLU, AQP1, SCP2, KPNA4, TMEM38A, KPNA2, PTGDS, ACAD11, KPNA3, KPNA1, GSTK1, ABCA8A, ACSL1, ABCA8B, BCS1L, SDHB, CLPX, TUFM, CYP27A1, FDX1, UQCRC1, TMEM126A, SUCLG1, ATP5S, FECH, RETSAT, MAOB, UQCRB, NDUFB10, NDUFB11, MGST3, ATP5K, HIGD1A, COX7A1, ATP5L, 2410015M20RIK, ADAP2, LDHD, CYC1, NDUFV3, RHBDL3, NDUFV2, RAP1GAP2, MPST, PRNP, DMPK, BDNF, GOT2, CHCHD10, SYNJ2, DNAJC15, COQ7, IIGP1, COQ5, NR4A1, COQ3, MAVS, OGDH, CYCS, ACADVL, ALAS2, RNF13, MRPS14, SQRDL, ATP5G3, DUSP18, ADRA1A, COX7C, ATP5G1, HK2, CPT2, RB1CC1, UQCRFS1, TMEM109, RRP12, ACADM, GM10250, COX8B, DST, GSTO1, SORD, TIMM23, SIRT5, AEN, ATP5F1, COQ10B, UGT1A6A, HADHB, IMMP1L, 2010107E04RIK, TFDP2, NDUFS7, BDH1, NDUFS6, NDUFS5, CAT, NDUFS3, SLC25A11, SLC25A13, NDUFB9, NDUFB8, NDUFB7, MTFP1, NDUFB6, NDUFB5, NDUFB4, NDUFB3, ETFDH, UQCR11, CKMT2, CST3, SLC25A29, SAMM50, PLN, MFN1, MFN2, SLC25A20, VDAC3-PS1, NDUFA9, POLR2M, NDUFA8, NDUFA4, AI464131, NDUFA3, BNIP3, NDUFA2, STAT3, NDUFA1, COX6C, SOD2, SUOX, SORL1, DHRS4, PINK1, P2RX5, GPAM, RTN4IP1, SLC25A34, LPIN1, SLC25A33, TOMM5",838,1074,14413,2.418148869,1.77E-22,1.61E-23,1.44E-23
GOTERM_BP_FAT,GO:0006091~generation of precursor metabolites and energy,73,7.080504365,5.53E-27,"PYGB, MPI, NDUFA10, CISD1, OGDHL, PYGM, COX6A2, COX7C, ENO3, HK2, DLAT, ACADM, IER3, IDH3A, EPM2A, COX8B, ENTPD5, PGAM2, PHKA1, BPGM, COQ10B, SDHB, COQ10A, SDHAF2, PPP1R3C, ACOX1, NDUFS6, CAT, GPD1, DDIT4, UQCRC1, SUCLG1, MTFR1, ALDOA, PPARA, DLD, STK40, SLC25A13, PFKFB2, NDUFB9, NDUFB8, UQCRB, NDUFB3, ETFDH, DLST, PPP1R3A, UGP2, CYC1, NDUFV2, PDHA1, MDH1, BDNF, BNIP3, STAT3, CHCHD10, SORBS1, SOD2, DNAJC15, COQ7, GCK, CS, PER2, PINK1, SUCLA2, NR4A3, LYRM5, TRPV4, OGDH, CYCS, CYB561, SLC25A33, PFKM, MRAP2",887,334,17911,4.413393056,3.60E-23,1.80E-23,1.71E-23
GOTERM_BP_FAT,GO:0006082~organic acid metabolic process,121,11.73617847,5.01E-25,"UGT1A10, SLC27A1, MPI, F13A1, OGDHL, ALKBH7, ENO3, MLYCD, PTGDS, ACAD11, GLUL, PDK2, IER3, ACAD12, PDHX, PHYH, DGAT2, ACSL1, GPT2, ENTPD5, ECH1, SDHB, CYP2D22, GPD1, DDIT4, SUCLG1, PFKFB2, GLO1, LPL, ACACB, UGT1A7C, LDHB, ADH1, DECR1, WDTC1, MPST, DARS, STAT5B, PDHA1, GOT1, EPHX2, GFPT2, GOT2, ANKRD23, CS, ALDH6A1, NR4A3, AMACR, P4HA1, P4HA2, PAH, OGDH, GSTM7, ACADVL, ABCD2, TECR, APIP, PRKAG1, MTR, GPT, ETFB, PFAS, HK2, CYP26B1, SPR, CPT2, AUH, ME1, ME3, SCD1, DLAT, ACADM, CD36, ABCD1, IDH3A, BCKDHA, UGT1A1, GSTO1, PGAM2, BPGM, QRSL1, UGT1A6A, PTGR2, MUT, UGT1A6B, HADHB, ACOX1, NDUFS6, ALDH1A1, PPARA, ALDOA, DLD, BCAT2, PLIN5, ACSS2, ETFDH, DLST, CYGB, UGT1A5, UGT1A2, ACSS1, UGT1A9, UGT1A8, CBR4, EGLN1, CD74, EGLN3, MDH1, PNPLA8, MID1IP1, STAT3, FMO2, FAH, SUOX, GCK, ALDH4A1, PER2, SUCLA2, GPAM, LPIN1, PFKM",887,878,17911,2.782832511,3.26E-21,1.09E-21,1.04E-21
GOTERM_BP_FAT,GO:0043436~oxoacid metabolic process,113,10.96023278,2.23E-24,"UGT1A10, SLC27A1, MPI, F13A1, ALKBH7, ENO3, MLYCD, PTGDS, ACAD11, GLUL, PDK2, IER3, ACAD12, PDHX, PHYH, DGAT2, ACSL1, GPT2, ENTPD5, ECH1, SDHB, CYP2D22, GPD1, DDIT4, SUCLG1, PFKFB2, GLO1, LPL, ACACB, UGT1A7C, LDHB, ADH1, DECR1, WDTC1, MPST, DARS, STAT5B, PDHA1, GOT1, EPHX2, GFPT2, GOT2, ANKRD23, CS, ALDH6A1, NR4A3, AMACR, PAH, OGDH, GSTM7, ACADVL, ABCD2, TECR, APIP, PRKAG1, MTR, GPT, ETFB, PFAS, HK2, CYP26B1, SPR, CPT2, AUH, ME1, ME3, SCD1, DLAT, ACADM, CD36, ABCD1, IDH3A, UGT1A1, GSTO1, PGAM2, BPGM, QRSL1, UGT1A6A, PTGR2, UGT1A6B, HADHB, ACOX1, NDUFS6, ALDH1A1, PPARA, ALDOA, DLD, BCAT2, PLIN5, ACSS2, ETFDH, DLST, CYGB, UGT1A5, UGT1A2, ACSS1, UGT1A9, UGT1A8, CBR4, CD74, MDH1, PNPLA8, MID1IP1, STAT3, FAH, SUOX, GCK, ALDH4A1, PER2, SUCLA2, GPAM, LPIN1, PFKM",887,797,17911,2.86296696,1.45E-20,3.63E-21,3.45E-21
GOTERM_BP_FAT,GO:0019752~carboxylic acid metabolic process,112,10.86323957,4.11E-24,"UGT1A10, SLC27A1, MPI, F13A1, ALKBH7, ENO3, MLYCD, PTGDS, ACAD11, GLUL, PDK2, IER3, ACAD12, PDHX, PHYH, DGAT2, ACSL1, GPT2, ENTPD5, ECH1, SDHB, CYP2D22, GPD1, DDIT4, SUCLG1, PFKFB2, GLO1, LPL, ACACB, UGT1A7C, LDHB, ADH1, DECR1, WDTC1, MPST, DARS, STAT5B, PDHA1, GOT1, EPHX2, GFPT2, GOT2, ANKRD23, CS, ALDH6A1, NR4A3, AMACR, PAH, OGDH, GSTM7, ACADVL, ABCD2, TECR, APIP, PRKAG1, MTR, GPT, ETFB, PFAS, HK2, CYP26B1, SPR, CPT2, AUH, ME1, ME3, SCD1, DLAT, ACADM, CD36, ABCD1, IDH3A, UGT1A1, GSTO1, PGAM2, BPGM, QRSL1, UGT1A6A, PTGR2, UGT1A6B, HADHB, ACOX1, NDUFS6, ALDH1A1, PPARA, ALDOA, DLD, BCAT2, PLIN5, ACSS2, ETFDH, DLST, CYGB, UGT1A5, UGT1A2, ACSS1, UGT1A9, UGT1A8, CBR4, CD74, MDH1, PNPLA8, MID1IP1, STAT3, FAH, GCK, ALDH4A1, PER2, SUCLA2, GPAM, LPIN1, PFKM",887,791,17911,2.859155351,2.67E-20,5.35E-21,5.09E-21
GOTERM_CC_FAT,GO:0098800~inner mitochondrial membrane protein complex,43,4.17070805,9.53E-22,"NDUFB9, NDUFB8, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, ATP5K, ATP5C1, ATP5G3, COX7C, ATP5G1, COX6A2, ATP5L, 2410015M20RIK, UQCRFS1, CYC1, NDUFV3, NDUFV2, GM10250, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, TIMM23, ATP5F1, SDHB, IMMP1L, 2010107E04RIK, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3",838,124,14413,5.964267842,6.61E-19,5.51E-20,4.92E-20
GOTERM_CC_FAT,GO:0070469~respiratory chain,36,3.491755577,5.54E-21,"NDUFB9, NDUFB8, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, UQCR11, HIGD1A, COX7A1, COX7C, COX6A2, UQCRFS1, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, SDHB, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3, CYCS",838,88,14413,7.036070731,3.84E-18,2.96E-19,2.64E-19
GOTERM_BP_FAT,GO:0015980~energy derivation by oxidation of organic compounds,55,5.334626576,1.62E-21,"PYGB, NDUFA10, OGDHL, PYGM, COX6A2, COX7C, DLAT, ACADM, IDH3A, EPM2A, COX8B, PHKA1, COQ10B, SDHB, COQ10A, SDHAF2, PPP1R3C, NDUFS6, CAT, GPD1, UQCRC1, SUCLG1, MTFR1, DLD, STK40, SLC25A13, NDUFB9, NDUFB8, UQCRB, ETFDH, DLST, PPP1R3A, UGP2, CYC1, NDUFV2, PDHA1, MDH1, BDNF, BNIP3, SORBS1, SOD2, DNAJC15, COQ7, GCK, CS, PER2, PINK1, SUCLA2, NR4A3, LYRM5, TRPV4, OGDH, CYCS, PFKM, MRAP2",887,239,17911,4.646875133,1.05E-17,1.75E-18,1.67E-18
GOTERM_CC_FAT,GO:0005746~mitochondrial respiratory chain,33,3.200775946,2.18E-19,"NDUFB9, NDUFB8, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, COX7A1, COX7C, COX6A2, UQCRFS1, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, SDHB, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3",838,80,14413,7.094704654,1.52E-16,1.08E-17,9.67E-18
GOTERM_BP_FAT,GO:0032787~monocarboxylic acid metabolic process,84,8.14742968,4.85E-20,"UGT1A10, SLC27A1, ACADVL, ABCD2, TECR, MPI, PRKAG1, ETFB, ALKBH7, ENO3, HK2, CYP26B1, AUH, CPT2, ME3, SCD1, DLAT, CD36, ACADM, MLYCD, PTGDS, ACAD11, ABCD1, PDK2, ACAD12, IER3, PDHX, PHYH, DGAT2, UGT1A1, ACSL1, ENTPD5, PGAM2, ECH1, BPGM, PTGR2, UGT1A6A, UGT1A6B, HADHB, CYP2D22, ACOX1, NDUFS6, ALDH1A1, GPD1, DDIT4, ALDOA, PPARA, DLD, PLIN5, PFKFB2, ACSS2, GLO1, ETFDH, LPL, ACACB, UGT1A7C, CYGB, LDHB, ADH1, UGT1A5, UGT1A2, ACSS1, UGT1A9, UGT1A8, CBR4, DECR1, WDTC1, CD74, STAT5B, PDHA1, PNPLA8, EPHX2, MID1IP1, STAT3, ANKRD23, GCK, PER2, NR4A3, AMACR, GPAM, OGDH, LPIN1, PFKM, GSTM7",887,553,17911,3.06725843,3.16E-16,4.51E-17,4.29E-17
GOTERM_CC_FAT,GO:0098803~respiratory chain complex,32,3.103782735,1.55E-18,"NDUFB9, NDUFB8, NDUFA13, NDUFB7, UQCRB, NDUFA11, NDUFB10, NDUFB6, NDUFB11, NDUFB5, NDUFB4, NDUFA10, NDUFB3, COX7C, COX6A2, UQCRFS1, CYC1, NDUFV3, NDUFV2, NDUFA9, NDUFA8, COX8B, NDUFA4, NDUFA3, NDUFA2, NDUFA1, SDHB, NDUFS7, NDUFS6, NDUFS5, UQCRC1, NDUFS3",838,79,14413,6.966798586,1.08E-15,7.19E-17,6.42E-17
